Status Effective,Account Holder,Quantity of Credits,Retirement Reason,Retirement Reason Details,Credit Serial Numbers,Vintage,Date Issued (GMT),Verified Removal,CORSIA Eligible,ARB Eligible,Sustainable Development Goal(s),Project ID,Project Name,Project Site Country,Project Site Location,Project Site State,Project Type,Project Methodology/Protocol,Methodology/Protocol Version
11/9/2022,"Climate Impact Partners, LLC",35000,On Behalf of Third Party,Retirement for Customer ID 00079745,ACR-US-552-2019-1148-56001 to 91000,2019,11/18/2020 0:21,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Foam Blowing Agent Project 002E,US,Rockford,MINNESOTA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",2481,On Behalf of Third Party,Retirement for Customer ID 00080069,ACR-US-114-2017-735-215247 to 217727,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",129,On Behalf of Third Party,Retirement for Customer ID 00080069,ACR-US-114-2017-734-7796 to 7924,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",9390,On Behalf of Third Party,Retirement for Customer ID 00080069,ACR-US-114-2017-735-611397 to 620786,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",200,On Behalf of Third Party,Retirement for Customer ID 00079448,ACR-US-222-2016-1374-2168 to 2367,2016,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",930,On Behalf of Third Party,Retirement for Customer ID 00081158,ACR-US-114-2017-734-6866 to 7795,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",487,On Behalf of Third Party,Retirement for Customer ID 00081158,ACR-US-114-2017-735-545643 to 546129,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",3583,On Behalf of Third Party,Retirement for Customer ID 00081158,ACR-US-114-2017-735-491534 to 495116,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",700,On Behalf of Third Party,Retirement for Customer ID 00079666,ACR-US-145-2008-480-1271 to 1970,2008,6/2/2016 14:44,,No,No,,ACR119,"Truck Stop Electrification, Missouri",US,Missouri,MISSOURI,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",2300,On Behalf of Third Party,Retirement for Customer ID 00079666,ACR-US-152-2008-454-101 to 2400,2008,6/2/2016 14:43,,No,No,,ACR119,"Truck Stop Electrification, Oklahoma",US,Oklahoma,OKLAHOMA,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",3000,On Behalf of Third Party,Retirement for Customer ID 00079666,ACR-US-132-2009-526-1 to 3000,2009,6/2/2016 14:46,,No,No,,ACR119,"Truck Stop Electrification, Arkansas",US,Arkansas,ARKANSAS,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",6000,On Behalf of Third Party,Retirement for Customer ID 00079666,ACR-US-126-2014-590-43948 to 49947,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",315,On Behalf of Third Party,Retirement for Customer ID 00079662,ACR-US-126-2014-590-43633 to 43947,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",700,On Behalf of Third Party,Retirement for Customer ID 00075928,ACR-US-519-2019-1241-1 to 700,2019,4/14/2021 21:29,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,Cold Hollow Carbon - Improved Forest Management Project,US,"Orleans, Franklin, and Lamoille counties",VERMONT,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
11/9/2022,"Climate Impact Partners, LLC",1000,On Behalf of Third Party,Retirement for Customer ID 00081306,ACR-US-114-2017-734-5866 to 6865,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",48,On Behalf of Third Party,Retirement for Customer ID 00080262,ACR-US-114-2017-735-545595 to 545642,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",400,On Behalf of Third Party,Retirement for Customer ID 00080332,ACR-US-222-2015-1375-16656 to 17055,2015,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",3000,On Behalf of Third Party,Retirement for Customer ID 00079115,ACR-US-126-2012-333-31739 to 34738,2012,7/3/2014 22:05,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",4000,On Behalf of Third Party,Retirement for Customer ID 00081363,ACR-US-598-2019-1274-350861 to 354860,2019,6/8/2021 20:32,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Advanced Refrigeration US49 - ARS 004,US,Missouri,MISSOURI,Industrial Process Emissions,Advanced Refrigeration Systems,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",225,On Behalf of Third Party,Retirement for Customer ID 00080576,ACR-US-114-2017-735-545370 to 545594,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",112,On Behalf of Third Party,Retirement for Customer ID 00080450,ACR-US-222-2015-1375-16544 to 16655,2015,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",3000,On Behalf of Third Party,Retirement for Customer ID 00080693,ACR-US-114-2017-735-542370 to 545369,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",800,On Behalf of Third Party,Retirement for Customer ID 00081395,ACR-US-598-2019-1274-350061 to 350860,2019,6/8/2021 20:32,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Advanced Refrigeration US49 - ARS 004,US,Missouri,MISSOURI,Industrial Process Emissions,Advanced Refrigeration Systems,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",33,On Behalf of Third Party,Retirement for Customer ID 00080666,ACR-US-126-2014-590-43600 to 43632,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",7,On Behalf of Third Party,Retirement for Customer ID 00080888,ACR-US-126-2014-590-43593 to 43599,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",60,On Behalf of Third Party,Retirement for Customer ID 00081098,ACR-US-598-2019-1274-350001 to 350060,2019,6/8/2021 20:32,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Advanced Refrigeration US49 - ARS 004,US,Missouri,MISSOURI,Industrial Process Emissions,Advanced Refrigeration Systems,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",102,On Behalf of Third Party,Retirement for Customer ID 00080951,ACR-US-114-2017-734-5764 to 5865,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",227,On Behalf of Third Party,Retirement for Customer ID 00080103,ACR-US-369-2015-684-78946 to 79172,2015,10/19/2017 20:54,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Foam Blowing Agent Project 002,US,Rockford,MINNESOTA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",135,On Behalf of Third Party,Retirement for Customer ID 00079547,ACR-US-114-2017-734-5629 to 5763,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",256,On Behalf of Third Party,Retirement for Customer ID 00079547,ACR-US-114-2017-734-471206 to 471461,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",694,On Behalf of Third Party,Retirement for Customer ID 00080392,ACR-US-446-2016-1119-35001 to 35694,2016,10/7/2020 23:53,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Foam Blowing Agent Project 001B,US,Earth City,MISSOURI,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",284,On Behalf of Third Party,Retirement for Customer ID 00079112,ACR-US-145-2008-480-987 to 1270,2008,6/2/2016 14:44,,No,No,,ACR119,"Truck Stop Electrification, Missouri",US,Missouri,MISSOURI,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",391,On Behalf of Third Party,Retirement for Customer ID 00079112,ACR-US-126-2012-312-236967 to 237357,2012,1/24/2013 5:38,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",2600,On Behalf of Third Party,Retirement for Customer ID 00081196,ACR-US-114-2017-735-539770 to 542369,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",704,On Behalf of Third Party,Retirement for Customer ID 00080855,ACR-US-114-2017-735-490830 to 491533,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",10000,On Behalf of Third Party,Retirement for Customer ID 00079558,ACR-US-126-2014-590-33309 to 43308,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR119,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",2000,On Behalf of Third Party,Retirement for Customer ID 00079573,ACR-US-222-2016-1374-168 to 2167,2016,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
11/9/2022,"Climate Impact Partners, LLC",1000,On Behalf of Third Party,Retirement for Customer ID 00079573,ACR-US-369-2015-684-77946 to 78945,2015,10/19/2017 20:54,,No,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR119,Foam Blowing Agent Project 002,US,Rockford,MINNESOTA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",302,On Behalf of Third Party,Retirement for Customer ID 00080686,ACR-US-114-2017-734-5327 to 5628,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",33250,On Behalf of Third Party,Retirement for Customer ID 00080231,ACR-US-114-2017-735-578147 to 611396,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",184,On Behalf of Third Party,Retirement for Customer ID 00080231,ACR-US-114-2019-1071-408685 to 408868,2019,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",41566,On Behalf of Third Party,Retirement for Customer ID 00080231,ACR-US-114-2019-1071-412778 to 454343,2019,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
11/9/2022,"Climate Impact Partners, LLC",101750,On Behalf of Third Party,Retirement for Customer ID 00080231,ACR-US-114-2017-735-347247 to 448996,2017,6/22/2018 23:22,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR119,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
